Date,Roll No,Department,Programme,Entry Time,Exit Time
2025-05-29,MCP22112,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,14:20,17:11
2024-06-27,COP21145,Commerce,Ph.D. in Commerce,02:15,03:00
2026-03-22,EDM22149,Education,M. A. in Education,20:54,22:40
2025-12-22,CHP24193,Chemical Sciences,Ph.D. in Chemical Sciences,17:04,19:30
2025-07-14,PHB21147,Physics,Integrated B.Sc.B.Ed. (Physics Major),18:53,21:35
2025-02-15,BAT21198,Business Administration,Master of Tourism & Travel Management,19:10,23:04
2025-09-26,MBI25058,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,11:21,13:03
2025-03-26,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,01:04,03:00
2025-02-13,HIP24167,Hindi,Ph.D. in Hindi,19:39,03:00
2024-08-17,CSE22231,Computer Science & Engineering,M. Tech. in Data Science,14:54,16:56
2025-06-27,MBM23264,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,19:40,00:32
2026-01-11,MSI25234,Mathematical Sciences,Integrated M. Sc. in Mathematics,09:45,17:05
2025-09-01,MSP25004,Mathematical Sciences,Ph.D. in Mathematical Sciences,00:57,03:00
2026-02-27,EEP22174,Electrical Engineering,Ph.D. in Electrical Engineering,10:45,11:49
2024-06-26,FEB20140,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,09:50,14:38
2026-02-13,DEM21017,Design,Master of Design,09:43,13:54
2026-02-04,PHP23083,Physics,Ph.D. in Physics,00:36,03:00
2025-09-24,ECS20126,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,14:02,19:11
2025-12-29,FEB20005,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,09:11,12:38
2026-03-27,CHP24193,Chemical Sciences,Ph.D. in Chemical Sciences,00:02,02:42
2025-05-10,WSP23067,Women Study,Ph.D. in Women Study,10:13,18:10
2024-12-01,EGL24013,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,09:03,11:56
2025-11-17,DEP21240,Design,Ph.D. in Design,15:43,17:59
2026-01-19,PHP21201,Physics,Ph.D. in Physics,22:47,03:00
2024-06-27,EDT21297,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,17:01,20:54
2025-02-18,ENE24152,Energy,M. Tech in Energy Technology,17:01,20:50
2026-04-26,HIM22084,Hindi,M. A. in Hindi,23:42,03:00
2025-10-29,MBI25058,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,23:49,03:00
2026-03-01,LAP22136,Law,Ph.D. in Law,09:06,14:54
2025-02-12,ESP22011,Environmental Sciences,Ph.D. in Environmental Sciences,13:57,19:33
2025-02-06,CHP21144,Chemical Sciences,Ph.D. in Chemical Sciences,01:42,03:00
2024-08-17,MSP24282,Mathematical Sciences,Ph.D. in Mathematical Sciences,10:50,12:17
2024-08-21,EGL24013,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,09:31,14:36
2024-10-13,EEP20274,Electrical Engineering,Ph.D. in Electrical Engineering,16:47,00:36
2025-07-24,BAT21215,Business Administration,Master of Tourism & Travel Management,09:21,16:33
2025-10-09,FEP25127,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,21:42,03:00
2024-10-12,MSI20156,Mathematical Sciences,Integrated M. Sc. in Mathematics,01:07,03:00
2025-08-05,HIM20177,Hindi,M. A. in Hindi,00:19,02:08
2025-08-10,WSM23031,Women Study,M. A. in Women Studies,09:11,10:52
2025-10-28,CHM20010,Chemical Sciences,M. Sc. in Chemistry,18:53,22:03
2025-10-10,SWM20161,Social Work,M. A. in Social Work,16:15,19:09
2026-03-26,CHI23232,Chemical Sciences,Integrated M.Sc. in Chemistry,23:07,03:00
2024-10-19,ESE21051,Environmental Sciences,M. Sc. in Environmental Science,22:50,03:00
2025-07-30,EEP22042,Electrical Engineering,Ph.D. in Electrical Engineering,10:28,16:01
2025-07-14,FEB23047,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,22:59,03:00
2026-01-23,MBM25014,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,14:19,16:27
2026-03-27,PHB21256,Physics,Integrated B.Sc.B.Ed. (Physics Major),17:03,21:38
2025-10-21,ESE21051,Environmental Sciences,M. Sc. in Environmental Science,01:08,03:00
2025-09-21,BAT22148,Business Administration,Master of Tourism & Travel Management,11:32,13:07
2026-01-23,COM21134,Commerce,M.Com,00:33,03:00
2024-09-28,CTP23109,Cultural Studies,Ph.D. in Cultural Studies,01:04,03:00
2024-09-22,BAM23180,Business Administration,Master of Business Administration,14:39,22:29
2024-05-12,EGP20243,English,Ph.D. in English,13:10,14:16
2025-04-25,FEB23047,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,20:10,21:12
2025-08-29,MBM25014,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,13:49,21:05
2025-12-22,MBI25058,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,11:26,18:34
2024-11-23,ECP21111,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,02:30,03:00
2026-03-26,MEB25072,Mechanical Engineering,B. Tech. in Mechanical Engineering,14:07,17:05
2026-04-04,COM21134,Commerce,M.Com,12:17,15:52
2025-01-24,SOM24060,Sociology,M.A. in Sociology,21:48,00:07
2025-11-29,CSE25092,Computer Science & Engineering,M. Tech. in Data Science,18:46,01:34
2024-12-04,CSP23239,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,01:02,02:41
2024-09-06,CSM21168,Computer Science & Engineering,Master of Computer Application  (MCA),17:53,01:01
2024-06-06,FET22096,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,23:40,01:38
2024-12-02,MRP20089,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,16:01,18:22
2025-02-09,HIM22084,Hindi,M. A. in Hindi,00:38,02:17
2026-01-09,ASM20130,Assamese,M.A. in Assamese,10:37,14:33
2025-03-28,EDM20259,Education,M. A. in Education,23:05,00:26
2025-12-13,DEM22034,Design,Master of Design,16:10,21:21
2024-09-11,CEB21266,Civil Engineering,B. Tech. in Civil Engineering,19:13,00:07
2024-09-26,PHM21196,Physics,M. Sc. in Physics,09:49,10:57
2025-11-17,ESP25214,Environmental Sciences,Ph.D. in Environmental Sciences,16:56,19:34
2025-10-28,MSB25063,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),19:08,02:28
2025-09-18,PHB20269,Physics,Integrated B.Sc.B.Ed. (Physics Major),13:37,18:47
2025-12-03,CST25279,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,14:07,17:29
2026-01-25,SOP24118,Sociology,Ph.D. in Sociology,00:47,03:00
2025-09-27,MSB25181,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),12:59,18:10
2024-05-12,EEP22042,Electrical Engineering,Ph.D. in Electrical Engineering,23:57,01:41
2025-08-19,PHI20154,Physics,Integrated M. Sc. in Physics,15:33,17:55
2024-06-24,EEP20274,Electrical Engineering,Ph.D. in Electrical Engineering,02:00,03:00
2024-12-23,PHB22131,Physics,Integrated B.Sc.B.Ed. (Physics Major),12:22,19:14
2024-08-23,SOM22025,Sociology,M.A. in Sociology,00:41,03:00
2024-07-05,MEP23212,Mechanical Engineering,Ph.D. in Mechanical Engineering,20:22,03:00
2024-09-08,BAM21258,Business Administration,Master of Business Administration,15:56,23:48
2025-10-30,ESE23157,Environmental Sciences,M. Sc. in Environmental Science,22:28,03:00
2025-01-17,DEP21240,Design,Ph.D. in Design,20:06,00:07
2025-01-13,CSB21015,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,19:51,02:15
2026-01-08,HIP20165,Hindi,Ph.D. in Hindi,18:10,23:55
2026-04-03,CSP25197,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,11:15,18:26
2025-01-23,CST21178,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,14:19,19:38
2024-07-01,EEP22042,Electrical Engineering,Ph.D. in Electrical Engineering,17:13,21:42
2025-08-17,HIP20165,Hindi,Ph.D. in Hindi,16:32,17:37
2025-02-26,BAM21097,Business Administration,Master of Business Administration,11:39,14:40
2024-09-13,MCM23223,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,16:59,18:53
2026-01-13,ECD20191,Electronics & Communication Engineering,M. Tech in Bioelectronics,17:15,20:29
2025-03-26,DEM21195,Design,Master of Design,15:24,20:51
2025-05-13,CSP23020,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,17:43,23:58
2024-09-01,EDP22251,Education,Ph.D. in Education,19:09,20:25
2025-12-08,MSP25004,Mathematical Sciences,Ph.D. in Mathematical Sciences,10:45,12:23
2024-05-24,LAM22176,Law,LLM,18:19,20:00
2025-10-01,ECS20085,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,15:21,18:49
2025-11-08,EDM25292,Education,M. A. in Education,14:12,17:25
2025-02-05,CSP22124,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,10:37,17:29
2025-06-05,CEP21078,Civil Engineering,Ph.D. in Civil Engineering,12:47,16:00
2025-08-26,MEM25276,Mechanical Engineering,M. Tech in Mechanical Engineering,13:19,15:32
2025-09-23,PHI21018,Physics,Integrated M. Sc. in Physics,21:54,03:00
2025-04-10,EDB24211,Education,B. Ed.,10:21,11:59
2025-04-25,DEM21195,Design,Master of Design,12:55,18:32
2026-02-20,EDB20226,Education,B. Ed.,14:00,19:05
2026-02-09,COM25242,Commerce,M.Com,02:15,03:00
2026-01-30,MEP25024,Mechanical Engineering,Ph.D. in Mechanical Engineering,16:01,20:14
2026-03-28,CHP20106,Chemical Sciences,Ph.D. in Chemical Sciences,20:23,20:54
2025-05-22,PHB21147,Physics,Integrated B.Sc.B.Ed. (Physics Major),19:00,20:50
2025-11-11,CTM25173,Cultural Studies,M.A. in Cultural Studies,14:48,16:08
2025-06-14,MSI20156,Mathematical Sciences,Integrated M. Sc. in Mathematics,10:37,16:19
2025-03-08,ASM23284,Assamese,M.A. in Assamese,17:52,18:22
2026-03-24,SWP23026,Social Work,Ph.D. in Social Work,21:11,00:18
2025-10-17,CTM25187,Cultural Studies,M.A. in Cultural Studies,17:26,21:09
2025-03-18,FET22096,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,20:54,22:15
2026-03-02,CHB20055,Chemical Sciences,Integrated B.Sc.B.Ed. (Chemistry Major),13:12,19:40
2025-01-01,LAM22176,Law,LLM,23:42,03:00
2025-05-29,ECB24054,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,16:21,18:46
2025-11-24,DEM21290,Design,Master of Design,11:27,17:36
2024-08-20,MEB24123,Mechanical Engineering,B. Tech. in Mechanical Engineering,01:51,03:00
2025-07-04,PHM21075,Physics,M. Sc. in Physics,21:26,01:37
2025-07-31,FEB22146,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,09:04,12:25
2025-05-25,BAM20100,Business Administration,MBA (Executive) – Online/Part -time,13:02,15:20
2024-08-17,MCP21275,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,19:32,23:05
2025-08-26,HIM20022,Hindi,M. A. in Hindi,16:57,00:02
2024-10-11,EGI21049,English,Integrated M.A. in English,00:20,03:00
2025-12-22,BAP21032,Business Administration,Ph.D. in Business Administration,01:58,03:00
2025-09-18,FEP25116,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,12:50,15:34
2025-12-06,CTM25187,Cultural Studies,M.A. in Cultural Studies,14:05,20:35
2024-10-30,MEB22068,Mechanical Engineering,B. Tech. in Mechanical Engineering,11:20,17:14
2024-09-20,EDM22210,Education,M. A. in Education,20:39,03:00
2025-04-11,MRP24117,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,18:19,00:00
2025-11-20,ECD20189,Electronics & Communication Engineering,M. Tech in Bioelectronics,19:09,00:59
2025-11-14,ECB25001,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,16:02,23:55
2025-12-22,CSE25092,Computer Science & Engineering,M. Tech. in Data Science,17:27,22:47
2026-04-17,PHP25250,Physics,Ph.D. in Physics,13:26,17:37
2025-08-25,PHP21201,Physics,Ph.D. in Physics,16:54,00:07
2025-02-23,FLB23228,Linguistics and Language Technology,BA in Chinese,22:05,03:00
2025-01-31,CSE22231,Computer Science & Engineering,M. Tech. in Data Science,10:45,16:57
2024-09-20,EGI20110,English,Integrated M.A. in English,22:27,03:00
2024-07-17,ESE21051,Environmental Sciences,M. Sc. in Environmental Science,14:07,15:52
2025-01-11,SOM22025,Sociology,M.A. in Sociology,20:28,22:56
2026-01-17,CHI24044,Chemical Sciences,Integrated M.Sc. in Chemistry,10:42,18:26
2024-07-12,MSP20073,Mathematical Sciences,Ph.D. in Mathematical Sciences,16:26,21:21
2025-11-12,FEB23227,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,22:09,03:00
2025-09-02,CHP20106,Chemical Sciences,Ph.D. in Chemical Sciences,20:45,21:45
2025-07-02,EEP22174,Electrical Engineering,Ph.D. in Electrical Engineering,13:46,15:09
2026-01-01,MEB25036,Mechanical Engineering,B. Tech. in Mechanical Engineering,09:06,16:14
2025-10-24,CST25279,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,12:05,16:51
2025-04-14,ENE24152,Energy,M. Tech in Energy Technology,16:38,23:53
2025-03-18,CTP24102,Cultural Studies,Ph.D. in Cultural Studies,16:26,18:33
2025-08-29,EEP23236,Electrical Engineering,Ph.D. in Electrical Engineering,12:50,19:40
2025-09-11,EDT25237,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,00:34,03:00
2026-02-05,SWM24175,Social Work,M. A. in Social Work,02:11,03:00
2025-04-21,DEM22034,Design,Master of Design,17:50,00:55
2025-07-10,FEB24056,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,23:25,03:00
2026-04-04,COI23128,Commerce,Integrated M. Com.,16:35,21:22
2024-12-22,PHM20115,Physics,M. Sc. in Physics,17:14,22:35
2025-03-22,COM21134,Commerce,M.Com,17:55,21:13
2025-12-01,CHP21144,Chemical Sciences,Ph.D. in Chemical Sciences,18:59,22:17
2026-01-29,CTM25173,Cultural Studies,M.A. in Cultural Studies,01:32,03:00
2025-10-27,SOP21090,Sociology,Ph.D. in Sociology,18:09,01:51
2025-09-15,MSB25181,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),23:29,01:13
2024-05-13,MSI20156,Mathematical Sciences,Integrated M. Sc. in Mathematics,18:00,22:41
2026-04-24,EDM22149,Education,M. A. in Education,13:18,17:35
2024-09-24,BAM22052,Business Administration,Certificate in NSE Academy Certified Capital Market,21:37,22:20
2024-10-31,ECP23238,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,18:41,20:27
2025-11-22,EDE25291,Education,M. Ed.,21:05,00:45
2025-09-07,PHI25043,Physics,Integrated M. Sc. in Physics,22:53,03:00
2024-06-13,MSM20287,Mathematical Sciences,M. Sc. in Mathematics,18:02,19:50
2025-04-28,CHI23232,Chemical Sciences,Integrated M.Sc. in Chemistry,09:27,15:41
2025-11-06,CHP24193,Chemical Sciences,Ph.D. in Chemical Sciences,23:09,03:00
2025-11-10,MCP21275,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,14:36,21:12
2024-12-07,CHI20141,Chemical Sciences,Integrated M.Sc. in Chemistry,23:04,01:18
2025-09-10,MEB25072,Mechanical Engineering,B. Tech. in Mechanical Engineering,09:57,17:53
2025-11-09,CSE25261,Computer Science & Engineering,M. Tech. in Data Science,20:43,01:38
2026-03-02,MBP25192,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,10:41,12:34
2024-12-21,EEP22035,Electrical Engineering,Ph.D. in Electrical Engineering,16:20,19:35
2026-04-23,LLP25002,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,12:58,19:00
2025-08-09,LAP25185,Law,Ph.D. in Law,19:46,21:08
2026-03-14,ECB24054,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,11:12,14:48
2025-06-21,BAP20241,Business Administration,Ph.D. in Business Administration,18:30,02:06
2025-09-23,EGP22186,English,Ph.D. in English,14:41,16:10
2026-01-28,LLP24150,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,14:34,16:58
2025-08-24,MSM23218,Mathematical Sciences,M. Sc. in Mathematics,13:50,19:03
2024-07-14,MSM23218,Mathematical Sciences,M. Sc. in Mathematics,17:54,19:02
2025-10-13,CSE25114,Computer Science & Engineering,M. Tech. in Data Science,16:38,00:13
2025-03-23,ASP24139,Assamese,Ph.D. in Assamese,01:40,03:00
2025-10-20,COI23128,Commerce,Integrated M. Com.,16:25,18:55
2025-03-08,EGL24013,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,22:01,03:00
2024-11-23,DEM21057,Design,Master of Design,20:04,21:47
2025-06-02,FEB24056,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,18:50,21:45
2025-10-27,CHI20160,Chemical Sciences,Integrated M.Sc. in Chemistry,23:09,02:40
2026-03-23,CHP22257,Chemical Sciences,Ph.D. in Chemical Sciences,09:04,11:01
2024-11-08,CTP23171,Cultural Studies,Ph.D. in Cultural Studies,14:57,18:48
2024-09-22,BAP20241,Business Administration,Ph.D. in Business Administration,18:59,00:06
2025-10-04,ASM20130,Assamese,M.A. in Assamese,20:04,02:04
2025-12-06,SOM23217,Sociology,M.A. in Sociology,00:15,03:00
2024-09-29,PHB20074,Physics,Integrated B.Sc.B.Ed. (Physics Major),09:12,12:54
2026-02-27,FEP25127,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,09:13,16:19
2024-12-02,PHI21018,Physics,Integrated M. Sc. in Physics,09:11,13:48
2024-06-21,ESE23157,Environmental Sciences,M. Sc. in Environmental Science,01:25,03:00
2025-10-29,LLP23033,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,15:38,18:20
2025-12-19,SOP25159,Sociology,Ph.D. in Sociology,21:05,02:45
2024-08-20,MSP20170,Mathematical Sciences,Ph.D. in Mathematical Sciences,09:13,10:27
2025-07-25,EGI22108,English,Integrated M.A. in English,02:19,03:00
2026-02-08,FLB21260,Linguistics and Language Technology,BA in Chinese,22:02,03:00
2025-12-13,ECB24054,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,00:17,03:00
2026-04-11,CHP20106,Chemical Sciences,Ph.D. in Chemical Sciences,17:59,19:25
2025-09-25,CST21178,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,22:11,01:44
2026-01-26,CSM22121,Computer Science & Engineering,Master of Computer Application  (MCA),09:10,16:23
2025-06-10,ENP20037,Energy,Ph.D. in Energy,02:29,03:00
2025-07-04,CHM21095,Chemical Sciences,M. Sc. in Chemistry,16:56,21:03
2024-09-21,HIP20165,Hindi,Ph.D. in Hindi,09:30,16:33
2026-03-01,SWP25079,Social Work,Ph.D. in Social Work,12:37,16:46
2025-02-20,PHI20154,Physics,Integrated M. Sc. in Physics,15:26,18:54
2025-08-03,LAP25185,Law,Ph.D. in Law,23:11,01:06
2025-11-12,FET25012,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,09:13,10:58
2026-01-13,CEM25007,Civil Engineering,M. Tech. in Civil Engineering,20:54,03:00
2025-09-05,SWP25079,Social Work,Ph.D. in Social Work,12:13,16:45
2025-07-02,ASP22299,Assamese,Ph.D. in Assamese,17:34,19:01
2024-09-19,MRP24117,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,10:24,16:25
2024-06-05,MSB21082,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),21:03,00:52
2025-09-07,LLP24248,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,14:05,20:57
2025-04-21,PHI24246,Physics,Integrated M. Sc. in Physics,00:59,03:00
2025-09-01,EGE25203,English,M. A. in English,16:59,19:05
2025-05-01,LAM22176,Law,LLM,21:15,03:00
2026-03-17,BAT21215,Business Administration,Master of Tourism & Travel Management,23:59,03:00
