Date,Roll No,Department,Programme,Entry Time,Exit Time,Study_Duration_Hours,Entry_Hour
2025-02-21,BAP21032,Business Administration,Ph.D. in Business Administration,2026-05-06 09:28:00,2026-05-06 10:10:00,0.7,9
2026-04-06,CSE25114,Computer Science & Engineering,M. Tech. in Data Science,2026-05-06 13:23:00,2026-05-06 19:18:00,5.916666666666667,13
2025-07-02,MCM24137,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 09:46:00,2026-05-06 14:18:00,4.533333333333333,9
2024-12-10,MSP20073,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 15:57:00,2026-05-06 21:24:00,5.45,15
2025-10-10,CHI23232,Chemical Sciences,Integrated M.Sc. in Chemistry,2026-05-06 16:55:00,2026-05-06 23:09:00,6.233333333333333,16
2025-07-13,DEM21017,Design,Master of Design,2026-05-06 19:49:00,2026-05-06 01:21:00,-18.466666666666665,19
2024-11-28,MSB22162,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 21:48:00,2026-05-06 23:42:00,1.9,21
2025-11-08,MSM25267,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 23:48:00,2026-05-06 02:12:00,-21.6,23
2025-04-20,PHP21201,Physics,Ph.D. in Physics,2026-05-06 18:02:00,2026-05-06 22:15:00,4.216666666666667,18
2024-09-17,ENE24069,Energy,M. Tech in Energy Technology,2026-05-06 19:49:00,2026-05-06 00:03:00,-19.766666666666666,19
2025-06-09,ENP20281,Energy,Ph.D. in Energy,2026-05-06 14:20:00,2026-05-06 16:17:00,1.95,14
2025-02-27,ASM23199,Assamese,M.A. in Assamese,2026-05-06 15:37:00,2026-05-06 20:36:00,4.983333333333333,15
2025-06-19,MSM24200,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 11:13:00,2026-05-06 17:10:00,5.95,11
2026-04-16,LLP23023,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 15:10:00,2026-05-06 20:33:00,5.383333333333334,15
2025-08-03,ECB25001,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 11:37:00,2026-05-06 18:16:00,6.65,11
2025-06-03,PHM20115,Physics,M. Sc. in Physics,2026-05-06 22:44:00,2026-05-06 03:00:00,-19.733333333333334,22
2025-09-13,HIM20022,Hindi,M. A. in Hindi,2026-05-06 19:19:00,2026-05-06 23:19:00,4.0,19
2025-08-21,MBM24277,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,2026-05-06 14:01:00,2026-05-06 19:36:00,5.583333333333333,14
2026-03-13,BAT21166,Business Administration,Master of Tourism & Travel Management,2026-05-06 17:39:00,2026-05-06 20:42:00,3.05,17
2024-06-24,COP21145,Commerce,Ph.D. in Commerce,2026-05-06 16:12:00,2026-05-06 17:30:00,1.3,16
2025-09-09,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 23:48:00,2026-05-06 03:00:00,-20.8,23
2026-01-25,MSB25063,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 21:39:00,2026-05-06 03:00:00,-18.65,21
2026-04-18,ENP23158,Energy,Ph.D. in Energy,2026-05-06 21:27:00,2026-05-06 03:00:00,-18.45,21
2025-02-12,EEB20265,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 23:49:00,2026-05-06 02:31:00,-21.3,23
2024-06-20,EEB20265,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 21:41:00,2026-05-06 03:00:00,-18.683333333333334,21
2026-01-08,MEP25024,Mechanical Engineering,Ph.D. in Mechanical Engineering,2026-05-06 23:05:00,2026-05-06 03:00:00,-20.083333333333332,23
2024-12-26,CTP24263,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 14:23:00,2026-05-06 21:05:00,6.7,14
2026-01-10,ECB24054,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 01:46:00,2026-05-06 03:00:00,1.2333333333333334,1
2026-02-01,ENP21038,Energy,Ph.D. in Energy,2026-05-06 18:08:00,2026-05-06 22:14:00,4.1,18
2025-11-15,BAM23180,Business Administration,Master of Business Administration,2026-05-06 15:14:00,2026-05-06 18:03:00,2.816666666666667,15
2026-02-26,MBM23264,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,2026-05-06 19:12:00,2026-05-06 00:05:00,-19.116666666666667,19
2025-03-26,ASP22299,Assamese,Ph.D. in Assamese,2026-05-06 18:09:00,2026-05-06 00:13:00,-17.933333333333334,18
2025-11-10,MCP24253,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,2026-05-06 01:55:00,2026-05-06 03:00:00,1.0833333333333333,1
2024-09-05,BAM22052,Business Administration,Certificate in NSE Academy Certified Capital Market,2026-05-06 17:37:00,2026-05-06 21:25:00,3.8,17
2026-02-06,CSP25197,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,2026-05-06 23:52:00,2026-05-06 03:00:00,-20.866666666666667,23
2025-09-13,HIM22084,Hindi,M. A. in Hindi,2026-05-06 00:53:00,2026-05-06 03:00:00,2.1166666666666667,0
2025-06-01,DEP21240,Design,Ph.D. in Design,2026-05-06 12:47:00,2026-05-06 17:16:00,4.483333333333333,12
2025-05-07,EEB20265,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 09:51:00,2026-05-06 16:50:00,6.983333333333333,9
2025-06-08,PHM21075,Physics,M. Sc. in Physics,2026-05-06 15:35:00,2026-05-06 16:48:00,1.2166666666666666,15
2025-02-18,ESE21051,Environmental Sciences,M. Sc. in Environmental Science,2026-05-06 19:53:00,2026-05-06 23:10:00,3.283333333333333,19
2025-10-02,EDT25262,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,2026-05-06 09:20:00,2026-05-06 14:09:00,4.816666666666666,9
2024-10-22,PHB20269,Physics,Integrated B.Sc.B.Ed. (Physics Major),2026-05-06 17:23:00,2026-05-06 20:14:00,2.85,17
2025-10-22,LLP20138,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 20:44:00,2026-05-06 21:53:00,1.15,20
2026-03-25,EEB20265,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 16:09:00,2026-05-06 17:56:00,1.7833333333333334,16
2026-04-19,EGP20243,English,Ph.D. in English,2026-05-06 11:49:00,2026-05-06 14:27:00,2.6333333333333333,11
2025-11-10,ECB25296,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 00:57:00,2026-05-06 03:00:00,2.05,0
2026-04-12,EDE23249,Education,M. Ed.,2026-05-06 09:40:00,2026-05-06 12:36:00,2.933333333333333,9
2025-01-30,EEP20274,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 16:44:00,2026-05-06 20:00:00,3.2666666666666666,16
2024-09-04,MCM24029,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 19:22:00,2026-05-06 23:45:00,4.383333333333334,19
2025-09-04,HIM22084,Hindi,M. A. in Hindi,2026-05-06 15:16:00,2026-05-06 23:15:00,7.983333333333333,15
2025-08-02,MCM23048,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 02:15:00,2026-05-06 03:00:00,0.75,2
2025-11-29,FLB23228,Linguistics and Language Technology,BA in Chinese,2026-05-06 17:41:00,2026-05-06 20:28:00,2.783333333333333,17
2025-08-15,SOM24060,Sociology,M.A. in Sociology,2026-05-06 14:20:00,2026-05-06 21:17:00,6.95,14
2024-07-21,SWM20161,Social Work,M. A. in Social Work,2026-05-06 12:40:00,2026-05-06 19:34:00,6.9,12
2025-06-07,CSM21168,Computer Science & Engineering,Master of Computer Application  (MCA),2026-05-06 15:48:00,2026-05-06 22:51:00,7.05,15
2025-02-26,EEP23236,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 16:49:00,2026-05-06 22:49:00,6.0,16
2026-01-18,SOM24060,Sociology,M.A. in Sociology,2026-05-06 17:38:00,2026-05-06 19:26:00,1.8,17
2025-03-14,DEM22034,Design,Master of Design,2026-05-06 20:27:00,2026-05-06 23:59:00,3.533333333333333,20
2026-03-11,BAM21273,Business Administration,Master of Business Administration,2026-05-06 13:36:00,2026-05-06 19:17:00,5.683333333333334,13
2024-07-06,EEP23188,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 20:54:00,2026-05-06 03:00:00,-17.9,20
2024-07-04,MSI20156,Mathematical Sciences,Integrated M. Sc. in Mathematics,2026-05-06 14:01:00,2026-05-06 19:34:00,5.55,14
2025-09-12,EGE22235,English,M. A. in English,2026-05-06 12:22:00,2026-05-06 20:13:00,7.85,12
2025-11-20,WSM23031,Women Study,M. A. in Women Studies,2026-05-06 18:52:00,2026-05-06 21:36:00,2.7333333333333334,18
2025-05-14,APP21184,Applied Sciences,Ph.D. in Applied Sciences,2026-05-06 13:06:00,2026-05-06 13:39:00,0.55,13
2026-04-06,MCP21098,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,2026-05-06 00:04:00,2026-05-06 03:00:00,2.933333333333333,0
2026-02-24,MBM25014,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,2026-05-06 22:56:00,2026-05-06 03:00:00,-19.933333333333334,22
2024-12-02,LLP23023,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 09:20:00,2026-05-06 16:49:00,7.483333333333333,9
2025-11-27,EGL24013,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,2026-05-06 22:05:00,2026-05-06 01:53:00,-20.2,22
2024-11-05,CTP21207,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 23:00:00,2026-05-06 03:00:00,-20.0,23
2025-01-20,EEP20135,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 09:51:00,2026-05-06 15:09:00,5.3,9
2025-07-09,LLP24248,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 12:53:00,2026-05-06 18:11:00,5.3,12
2026-01-12,WSP25220,Women Study,Ph.D. in Women Study,2026-05-06 11:54:00,2026-05-06 19:06:00,7.2,11
2025-10-07,APP21028,Applied Sciences,Ph.D. in Applied Sciences,2026-05-06 00:12:00,2026-05-06 03:00:00,2.8,0
2025-10-29,EGE25271,English,M. A. in English,2026-05-06 17:31:00,2026-05-06 23:37:00,6.1,17
2024-12-09,ESE23157,Environmental Sciences,M. Sc. in Environmental Science,2026-05-06 10:36:00,2026-05-06 13:01:00,2.4166666666666665,10
2025-08-09,FLB21260,Linguistics and Language Technology,BA in Chinese,2026-05-06 13:07:00,2026-05-06 14:01:00,0.9,13
2024-06-13,DEP20046,Design,Ph.D. in Design,2026-05-06 14:38:00,2026-05-06 17:49:00,3.183333333333333,14
2026-02-22,MSB25063,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 14:41:00,2026-05-06 19:10:00,4.483333333333333,14
2024-07-14,DEM21195,Design,Master of Design,2026-05-06 21:11:00,2026-05-06 01:58:00,-19.216666666666665,21
2025-08-23,CSE25114,Computer Science & Engineering,M. Tech. in Data Science,2026-05-06 10:37:00,2026-05-06 17:06:00,6.483333333333333,10
2026-03-17,PHI21018,Physics,Integrated M. Sc. in Physics,2026-05-06 11:13:00,2026-05-06 19:03:00,7.833333333333333,11
2024-11-02,MCP24253,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,2026-05-06 19:57:00,2026-05-06 23:46:00,3.816666666666667,19
2025-05-18,ECD20191,Electronics & Communication Engineering,M. Tech in Bioelectronics,2026-05-06 21:31:00,2026-05-06 03:00:00,-18.516666666666666,21
2026-03-22,MBI25058,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,2026-05-06 20:40:00,2026-05-06 21:52:00,1.2,20
2025-08-03,FLB21260,Linguistics and Language Technology,BA in Chinese,2026-05-06 18:12:00,2026-05-06 18:46:00,0.5666666666666667,18
2025-08-25,EDE23249,Education,M. Ed.,2026-05-06 15:11:00,2026-05-06 17:40:00,2.4833333333333334,15
2025-11-18,MEB25072,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 13:31:00,2026-05-06 17:49:00,4.3,13
2025-09-05,EDB20226,Education,B. Ed.,2026-05-06 16:25:00,2026-05-06 16:57:00,0.5333333333333333,16
2025-09-28,CSE25092,Computer Science & Engineering,M. Tech. in Data Science,2026-05-06 23:08:00,2026-05-06 03:00:00,-20.133333333333333,23
2024-10-12,EEP20274,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 11:39:00,2026-05-06 12:29:00,0.8333333333333334,11
2026-02-05,EEP22035,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 21:44:00,2026-05-06 23:42:00,1.9666666666666666,21
2026-04-10,ECP23238,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,2026-05-06 19:29:00,2026-05-06 21:04:00,1.5833333333333333,19
2025-02-26,COI23128,Commerce,Integrated M. Com.,2026-05-06 13:35:00,2026-05-06 17:48:00,4.216666666666667,13
2026-03-15,BAP20241,Business Administration,Ph.D. in Business Administration,2026-05-06 11:17:00,2026-05-06 16:53:00,5.6,11
2025-02-03,PHI20154,Physics,Integrated M. Sc. in Physics,2026-05-06 18:09:00,2026-05-06 01:13:00,-16.933333333333334,18
2024-11-23,ENP23158,Energy,Ph.D. in Energy,2026-05-06 14:21:00,2026-05-06 19:25:00,5.066666666666666,14
2024-08-11,EDP22251,Education,Ph.D. in Education,2026-05-06 19:57:00,2026-05-06 03:00:00,-16.95,19
2024-06-17,MSB22162,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 01:08:00,2026-05-06 03:00:00,1.8666666666666667,1
2025-11-02,MBP25192,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,2026-05-06 17:25:00,2026-05-06 23:29:00,6.066666666666666,17
2025-08-07,HIM20177,Hindi,M. A. in Hindi,2026-05-06 09:04:00,2026-05-06 15:19:00,6.25,9
2025-03-13,BAP21032,Business Administration,Ph.D. in Business Administration,2026-05-06 21:22:00,2026-05-06 22:05:00,0.7166666666666667,21
2025-03-26,MEM22252,Mechanical Engineering,M. Tech in Mechanical Engineering,2026-05-06 20:56:00,2026-05-06 03:00:00,-17.933333333333334,20
2025-03-14,HIM21244,Hindi,M. A. in Hindi,2026-05-06 09:40:00,2026-05-06 10:26:00,0.7666666666666667,9
2026-02-21,ECS20126,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,2026-05-06 01:45:00,2026-05-06 03:00:00,1.25,1
2024-05-26,EGI22108,English,Integrated M.A. in English,2026-05-06 22:24:00,2026-05-06 02:21:00,-20.05,22
2026-02-12,DEM22034,Design,Master of Design,2026-05-06 14:15:00,2026-05-06 16:33:00,2.3,14
2025-03-16,EEP20274,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 16:47:00,2026-05-06 19:27:00,2.6666666666666665,16
2025-10-31,CST25279,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,2026-05-06 23:50:00,2026-05-06 00:58:00,-22.866666666666667,23
2025-06-20,CTP24102,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 12:59:00,2026-05-06 20:29:00,7.5,12
2024-05-09,DEM21195,Design,Master of Design,2026-05-06 23:46:00,2026-05-06 03:00:00,-20.766666666666666,23
2026-02-15,ESE21051,Environmental Sciences,M. Sc. in Environmental Science,2026-05-06 14:43:00,2026-05-06 17:13:00,2.5,14
2025-06-04,BAP21032,Business Administration,Ph.D. in Business Administration,2026-05-06 18:00:00,2026-05-06 00:57:00,-17.05,18
2026-02-16,CHI20141,Chemical Sciences,Integrated M.Sc. in Chemistry,2026-05-06 15:28:00,2026-05-06 17:28:00,2.0,15
2025-06-06,EDE23249,Education,M. Ed.,2026-05-06 19:54:00,2026-05-06 23:35:00,3.683333333333333,19
2025-10-20,EEB24224,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 17:15:00,2026-05-06 21:03:00,3.8,17
2025-09-02,EGE23009,English,M. A. in English,2026-05-06 12:47:00,2026-05-06 17:06:00,4.316666666666666,12
2026-03-24,MRP24117,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,2026-05-06 21:13:00,2026-05-06 23:38:00,2.4166666666666665,21
2025-05-09,ECP23238,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,2026-05-06 22:25:00,2026-05-06 00:25:00,-22.0,22
2025-01-16,PHM21075,Physics,M. Sc. in Physics,2026-05-06 02:08:00,2026-05-06 03:00:00,0.8666666666666667,2
2024-07-03,MSP20073,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 10:33:00,2026-05-06 15:43:00,5.166666666666667,10
2025-10-10,BAM20070,Business Administration,MBA (Executive) – Online/Part -time,2026-05-06 09:44:00,2026-05-06 12:50:00,3.1,9
2025-07-03,ENE24069,Energy,M. Tech in Energy Technology,2026-05-06 13:15:00,2026-05-06 17:53:00,4.633333333333334,13
2025-12-17,CHM20010,Chemical Sciences,M. Sc. in Chemistry,2026-05-06 17:54:00,2026-05-06 23:13:00,5.316666666666666,17
2026-04-09,PHI25043,Physics,Integrated M. Sc. in Physics,2026-05-06 13:59:00,2026-05-06 17:44:00,3.75,13
2025-11-27,CTM22153,Cultural Studies,M.A. in Cultural Studies,2026-05-06 15:46:00,2026-05-06 16:46:00,1.0,15
2026-03-19,ENP20037,Energy,Ph.D. in Energy,2026-05-06 12:45:00,2026-05-06 14:30:00,1.75,12
2025-05-29,MCP22112,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,2026-05-06 14:20:00,2026-05-06 17:11:00,2.85,14
2024-06-27,COP21145,Commerce,Ph.D. in Commerce,2026-05-06 02:15:00,2026-05-06 03:00:00,0.75,2
2026-03-22,EDM22149,Education,M. A. in Education,2026-05-06 20:54:00,2026-05-06 22:40:00,1.7666666666666666,20
2025-12-22,CHP24193,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 17:04:00,2026-05-06 19:30:00,2.433333333333333,17
2025-07-14,PHB21147,Physics,Integrated B.Sc.B.Ed. (Physics Major),2026-05-06 18:53:00,2026-05-06 21:35:00,2.7,18
2025-02-15,BAT21198,Business Administration,Master of Tourism & Travel Management,2026-05-06 19:10:00,2026-05-06 23:04:00,3.9,19
2025-09-26,MBI25058,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,2026-05-06 11:21:00,2026-05-06 13:03:00,1.7,11
2025-03-26,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 01:04:00,2026-05-06 03:00:00,1.9333333333333333,1
2025-02-13,HIP24167,Hindi,Ph.D. in Hindi,2026-05-06 19:39:00,2026-05-06 03:00:00,-16.65,19
2024-08-17,CSE22231,Computer Science & Engineering,M. Tech. in Data Science,2026-05-06 14:54:00,2026-05-06 16:56:00,2.033333333333333,14
2025-06-27,MBM23264,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,2026-05-06 19:40:00,2026-05-06 00:32:00,-19.133333333333333,19
2026-01-11,MSI25234,Mathematical Sciences,Integrated M. Sc. in Mathematics,2026-05-06 09:45:00,2026-05-06 17:05:00,7.333333333333333,9
2025-09-01,MSP25004,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 00:57:00,2026-05-06 03:00:00,2.05,0
2026-02-27,EEP22174,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 10:45:00,2026-05-06 11:49:00,1.0666666666666667,10
2024-06-26,FEB20140,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 09:50:00,2026-05-06 14:38:00,4.8,9
2026-02-13,DEM21017,Design,Master of Design,2026-05-06 09:43:00,2026-05-06 13:54:00,4.183333333333334,9
2026-02-04,PHP23083,Physics,Ph.D. in Physics,2026-05-06 00:36:00,2026-05-06 03:00:00,2.4,0
2025-09-24,ECS20126,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,2026-05-06 14:02:00,2026-05-06 19:11:00,5.15,14
2025-12-29,FEB20005,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 09:11:00,2026-05-06 12:38:00,3.45,9
2026-03-27,CHP24193,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 00:02:00,2026-05-06 02:42:00,2.6666666666666665,0
2025-05-10,WSP23067,Women Study,Ph.D. in Women Study,2026-05-06 10:13:00,2026-05-06 18:10:00,7.95,10
2024-12-01,EGL24013,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,2026-05-06 09:03:00,2026-05-06 11:56:00,2.8833333333333333,9
2025-11-17,DEP21240,Design,Ph.D. in Design,2026-05-06 15:43:00,2026-05-06 17:59:00,2.2666666666666666,15
2026-01-19,PHP21201,Physics,Ph.D. in Physics,2026-05-06 22:47:00,2026-05-06 03:00:00,-19.783333333333335,22
2024-06-27,EDT21297,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,2026-05-06 17:01:00,2026-05-06 20:54:00,3.8833333333333333,17
2025-02-18,ENE24152,Energy,M. Tech in Energy Technology,2026-05-06 17:01:00,2026-05-06 20:50:00,3.816666666666667,17
2026-04-26,HIM22084,Hindi,M. A. in Hindi,2026-05-06 23:42:00,2026-05-06 03:00:00,-20.7,23
2025-10-29,MBI25058,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,2026-05-06 23:49:00,2026-05-06 03:00:00,-20.816666666666666,23
2026-03-01,LAP22136,Law,Ph.D. in Law,2026-05-06 09:06:00,2026-05-06 14:54:00,5.8,9
2025-02-12,ESP22011,Environmental Sciences,Ph.D. in Environmental Sciences,2026-05-06 13:57:00,2026-05-06 19:33:00,5.6,13
2025-02-06,CHP21144,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 01:42:00,2026-05-06 03:00:00,1.3,1
2024-08-17,MSP24282,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 10:50:00,2026-05-06 12:17:00,1.45,10
2024-08-21,EGL24013,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,2026-05-06 09:31:00,2026-05-06 14:36:00,5.083333333333333,9
2024-10-13,EEP20274,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 16:47:00,2026-05-06 00:36:00,-16.183333333333334,16
